Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
10.38;2.50;3.50;13.50
11.08;2.30;3.30;13.60
10.58;2.10;3.10;13.60
10.48;2.10;2.00;13.80
10.28;3.20;1.70;12.70
10.33;4.50;2.80;13.10
10.28;6.00;4.20;13.70
10.98;7.40;5.40;13.90
11.38;8.60;7.40;14.20
12.23;9.50;8.70;14.50
12.28;10.00;8.20;15.30
12.28;10.00;7.40;14.80
11.43;9.80;7.50;14.60
11.13;9.00;6.80;14.80
10.48;7.90;5.30;15.10
9.98;7.50;5.90;14.70
9.28;7.10;5.40;14.70
8.68;6.60;5.80;14.40
8.43;6.20;5.40;14.20
8.38;5.80;5.50;14.30
8.03;5.30;5.30;13.90
8.23;5.00;4.90;14.00
8.23;4.50;5.30;13.60
8.58;4.40;4.70;13.40
8.43;4.40;5.40;12.90
7.68;4.30;5.30;13.10
7.68;4.20;5.30;13.10
7.83;4.30;5.70;12.60
8.13;4.50;5.60;11.00
8.48;4.90;5.90;11.40
8.63;5.20;6.00;12.40
9.08;5.50;6.10;12.80
9.78;5.70;6.50;13.10
11.03;5.90;6.70;13.20
11.33;8.10;6.60;13.40
12.13;9.50;6.40;13.30
12.03;10.00;6.40;13.20
12.73;10.00;6.10;13.00
12.23;9.30;5.40;13.10
11.93;8.50;5.40;13.00
11.28;7.80;5.10;12.80
10.98;7.00;5.10;14.10
10.88;6.30;5.10;14.10
10.73;5.50;4.30;14.30
10.78;4.80;3.20;14.40
10.88;3.80;4.20;14.40
11.18;2.80;3.70;14.80
11.53;1.80;4.00;14.90
11.53;1.40;4.00;15.10
10.88;0.90;3.20;12.30
10.68;0.70;3.30;13.70
10.98;0.70;2.70;13.30
11.28;2.60;3.00;12.60
11.98;5.20;3.10;13.00
12.18;8.00;3.60;14.40
11.23;10.50;3.10;16.10
10.83;12.70;3.50;14.50
10.73;14.20;3.20;15.20
10.78;15.10;2.20;15.90
10.68;15.40;4.30;15.40
10.83;14.80;3.30;14.20
11.18;13.50;3.30;12.00
10.68;11.70;2.50;10.30
10.68;10.60;2.50;9.10
10.68;9.60;3.00;8.60
10.18;8.50;3.50;7.80
9.98;7.40;3.70;9.10
10.23;6.40;2.70;7.60
10.08;5.30;4.20;8.00
10.08;3.90;3.70;6.10
10.23;2.40;3.60;7.60
10.18;1.00;2.80;7.50
10.13;0.20;2.60;7.60
10.18;-0.60;3.10;7.30
9.98;-1.20;2.70;6.10
10.13;-1.30;2.40;7.50
10.33;0.30;2.70;5.70
10.33;2.90;3.40;6.80
10.43;5.60;4.30;10.90
10.73;8.10;4.50;11.40
10.68;10.10;4.10;11.30
10.73;11.60;3.70;11.90
11.08;12.30;4.40;12.40
11.03;12.40;4.50;12.50
10.93;11.60;4.00;12.20
10.73;10.00;3.70;9.60
10.68;7.90;3.10;7.80
10.58;7.50;3.30;7.80
10.68;7.10;3.40;7.20
10.58;6.60;2.90;8.20
10.63;6.20;3.30;7.30
10.68;5.70;3.60;6.00
10.18;5.30;3.70;6.30
9.88;5.40;3.70;5.50
10.08;5.60;3.90;5.30
11.98;5.70;4.20;3.80
12.03;5.80;4.20;3.90
11.33;5.80;4.10;2.70
11.28;5.90;4.50;2.80
10.63;5.90;4.50;3.90
9.33;6.30;4.80;3.80
9.13;6.90;5.30;4.90
9.03;7.90;5.70;8.00
8.43;8.60;6.20;7.60
8.18;9.20;6.50;8.70
8.33;9.60;6.90;8.90
8.33;9.90;7.10;10.30
8.23;10.10;6.70;9.80
8.08;10.00;6.40;10.20
8.38;9.60;6.20;10.50
8.08;9.00;6.20;10.60
7.78;9.10;6.40;10.80
7.63;9.10;6.50;10.30
7.43;8.90;6.50;9.40
7.18;9.30;6.80;9.60
6.73;9.40;7.00;9.90
6.58;9.50;7.10;8.80
6.48;9.50;6.40;8.20
6.43;9.50;5.90;7.90
6.33;9.40;6.20;7.80
6.23;9.40;5.30;6.90
5.68;9.40;5.30;7.00
5.38;9.40;5.20;6.80
5.08;9.50;5.50;5.90
4.93;10.10;6.10;5.80
6.08;11.40;7.20;6.20
7.23;12.40;8.20;6.30
8.38;13.30;9.40;6.70
9.13;13.80;10.70;7.90
9.48;14.10;11.20;7.00
9.23;14.40;10.60;7.20
9.18;14.40;10.70;7.20
8.78;14.10;9.20;6.40
7.93;13.60;7.80;5.90
7.08;13.00;7.90;4.70
6.28;12.80;8.00;4.90
6.13;12.50;8.50;4.20
5.83;12.30;9.60;4.40
5.63;12.00;9.90;4.70
5.58;11.60;8.90;4.50
5.68;11.60;8.80;4.00
5.73;11.40;7.80;4.30
6.18;11.30;7.80;4.00
6.33;11.10;7.40;3.90
6.28;11.10;7.40;4.10
6.43;11.10;7.20;4.00
6.63;11.10;5.00;3.90
6.83;11.10;5.10;3.80
7.38;11.30;5.70;3.80
7.38;12.50;7.00;4.20
7.68;12.70;7.20;4.60
8.23;13.10;9.30;5.00
8.68;14.50;9.30;5.60
8.73;15.00;9.30;6.80
9.18;15.50;8.90;7.20
9.18;14.50;8.40;6.80
9.13;14.50;7.70;6.10
9.03;15.00;6.70;6.20
8.78;14.60;5.60;6.40
8.43;14.20;6.40;7.00
8.43;13.70;4.90;7.10
7.88;13.60;4.50;6.90
7.08;13.20;4.30;7.20
6.98;12.90;3.90;6.60
6.43;12.60;4.10;6.40
5.63;11.90;3.80;6.20
5.33;11.20;3.80;6.10
4.68;10.40;4.60;5.50
4.03;10.10;4.20;5.30
4.08;9.70;4.00;5.10
3.78;9.40;4.40;4.70
3.38;9.10;4.10;5.00
3.68;9.20;5.40;5.10
4.33;10.20;6.20;4.90
5.68;11.20;7.10;5.30
7.28;11.90;7.80;5.40
8.23;12.30;7.80;5.50
9.03;12.60;7.60;5.80
9.33;12.70;7.60;5.90
9.38;12.40;7.40;5.30
9.03;11.90;7.10;6.20
8.83;11.40;6.20;5.40
7.78;10.80;6.20;5.10
6.58;10.30;5.70;4.50
6.68;9.70;5.40;4.50
5.98;9.40;5.10;4.50
5.43;8.90;5.00;4.30
5.48;8.40;4.90;4.10
4.88;7.90;4.70;4.00
4.63;7.60;5.20;4.00
5.48;7.40;4.50;4.00
5.78;7.20;6.10;3.90
5.78;7.10;5.70;4.10
5.83;7.00;5.20;4.00
5.73;7.00;5.10;4.00
5.98;7.00;5.20;4.00
6.33;7.40;5.20;3.90
6.58;9.20;5.80;3.90
7.38;10.20;6.50;4.10
8.83;11.50;6.50;4.80
9.53;14.20;7.40;5.30
9.93;14.90;7.80;5.40
9.68;14.20;8.60;5.50
9.78;13.40;8.50;5.80
9.63;12.50;8.30;6.10
8.83;11.60;8.40;6.40
8.53;10.90;9.20;6.50
8.43;10.40;8.40;6.60
8.08;10.10;8.60;7.50
7.18;9.70;8.90;7.40
6.48;9.40;8.80;7.10
6.13;9.00;8.70;6.60
6.03;8.60;7.10;6.00
5.38;7.90;6.30;5.40
4.63;7.20;5.70;5.30
4.08;6.50;5.00;5.00
3.93;6.10;4.90;4.00
3.63;5.70;4.40;4.90
3.38;5.50;4.50;4.60
3.53;5.20;4.90;5.10
3.58;5.60;4.70;4.60
4.43;8.20;4.80;4.30
6.08;9.70;4.90;4.20
7.43;11.80;5.30;4.70
8.43;13.20;5.70;6.00
8.73;14.20;6.10;4.20
7.93;14.00;6.10;6.30
7.88;13.70;6.70;5.10
7.88;12.70;5.90;4.60
7.93;11.30;5.90;3.30
7.93;10.90;5.80;3.20
7.73;10.40;6.20;3.20
7.58;9.90;5.60;2.70
7.58;9.40;6.60;2.60
7.38;9.00;5.90;2.40
7.28;8.50;5.50;2.30
7.23;8.00;5.60;2.00
7.28;7.70;5.90;2.30
7.18;7.30;5.60;2.60
7.18;7.00;4.50;2.10
7.13;6.70;4.30;1.30
6.88;6.70;4.50;1.80
6.83;6.50;4.30;1.50
7.03;6.40;4.70;1.50
7.23;6.70;3.80;1.30
7.23;7.90;4.60;2.00
7.58;9.10;4.30;1.40
7.58;10.30;4.20;2.20
7.43;11.20;4.50;3.60
7.13;11.80;5.50;4.00
6.68;12.10;4.70;4.20
6.73;12.00;4.60;4.90
6.23;11.40;5.20;3.60
6.08;10.60;4.10;2.60
5.58;10.00;4.40;2.60
4.93;9.40;4.70;2.30
4.48;8.90;4.40;2.30
3.73;8.30;3.70;2.40
2.83;7.80;2.70;2.50
2.08;7.20;2.70;2.50
1.63;6.60;2.20;1.80
1.38;5.90;2.30;2.20
1.23;5.30;1.80;2.40
1.13;4.70;1.80;2.70
1.13;4.30;1.90;2.30
1.08;4.00;2.20;2.80
1.03;3.70;2.20;2.60
1.13;3.40;1.50;2.80
0.98;3.50;2.10;3.00
1.23;4.50;2.40;2.70
1.83;5.40;2.60;3.40
2.33;5.70;1.90;3.70
2.78;5.80;1.80;4.50
3.28;5.50;1.90;4.80
3.08;6.60;1.60;5.10
2.88;7.10;2.10;5.40
2.68;7.20;2.20;5.30
2.88;6.60;2.70;5.30
2.43;6.20;3.60;4.90
2.03;5.90;3.80;4.80
2.23;5.60;4.40;5.10
2.43;5.30;4.70;5.50
2.23;5.00;4.90;5.40
2.48;4.60;4.90;5.40
2.13;4.30;5.30;5.70
2.83;4.30;5.40;6.00
3.08;4.20;5.70;6.10
2.53;4.20;6.00;6.60
2.23;4.20;6.10;6.70
2.53;4.20;5.70;6.90
2.33;4.20;5.50;7.10
2.28;4.20;5.20;7.00
2.38;4.70;5.40;6.90
2.53;6.30;5.80;7.20
2.98;7.40;6.00;7.40
3.68;8.10;6.30;6.60
4.23;9.20;7.00;5.50
4.58;9.50;7.00;5.40
5.13;10.20;7.30;5.90
5.38;10.50;7.20;7.20
4.83;10.20;7.30;6.80
4.53;9.20;6.80;5.80
3.93;8.80;7.20;5.80
3.58;8.40;6.40;5.10
3.23;7.90;6.10;5.40
3.13;7.50;5.90;5.40
3.03;7.10;5.20;5.90
2.63;6.70;5.50;7.20
2.33;6.30;5.30;7.90
1.93;5.70;5.50;8.30
1.88;5.20;5.30;8.20
1.63;4.60;5.40;8.90
1.43;4.40;4.90;8.60
1.43;4.10;4.50;8.20
1.33;3.90;4.40;8.00
0.93;3.70;4.00;7.70
1.03;3.90;3.70;7.80
1.58;5.50;3.70;8.20
3.03;7.10;4.60;8.60
3.33;8.50;5.40;8.90
3.98;9.60;6.10;9.20
4.08;10.30;7.40;9.90
4.03;10.60;6.70;10.40
4.08;10.30;6.30;10.30
4.03;9.60;4.80;10.50
3.58;8.50;3.20;10.10
3.68;8.00;2.30;9.40
3.13;7.40;2.30;8.30
3.63;6.80;0.60;7.80
3.48;6.30;0.30;7.30
3.58;5.70;-0.40;7.20
3.08;5.10;-0.30;7.70
3.13;4.60;-0.10;7.40
3.33;4.00;-0.20;7.70
3.43;3.40;-0.10;7.80
3.43;2.80;-0.90;6.80
3.43;2.50;-1.10;6.60
3.28;2.20;-1.40;6.00
3.23;1.90;-1.10;6.00
3.03;1.70;-2.20;5.30
2.43;1.70;-1.70;5.20
2.58;2.80;-1.20;5.30
3.08;3.80;-0.10;6.00
3.33;4.80;1.40;5.40
3.98;5.60;2.00;4.80
4.43;6.20;2.60;4.70
4.33;6.40;2.90;3.90
4.23;6.40;2.70;3.60
3.68;6.00;2.00;3.20
2.08;5.10;1.00;2.80
1.48;5.00;0.30;2.40
0.78;4.90;0.10;2.40
0.63;4.80;-0.60;1.80
0.18;4.80;-0.30;1.40
-0.22;4.70;-0.20;1.70
-0.27;4.60;0.30;1.50
-0.67;4.50;-0.50;1.10
-1.07;4.80;0.30;1.00
-1.22;5.10;0.00;-0.20
-1.52;5.40;-2.00;0.00
-1.82;5.60;-2.60;-0.10
-1.97;5.80;-0.60;-1.10
-2.17;5.90;-0.70;-1.20
-1.97;6.10;-0.70;-1.40
-2.32;6.00;-0.70;-1.70
-1.72;7.40;0.30;-1.70
-0.12;8.70;1.30;-1.20
0.93;9.80;1.90;-1.70
1.88;10.60;2.20;-1.50
2.53;11.20;2.50;-0.30
2.73;11.50;2.90;-1.20
2.78;11.60;2.40;-1.30
2.58;11.10;1.80;-0.80
1.58;10.50;0.60;-1.90
1.08;10.10;0.40;-2.00
0.88;9.70;-0.10;-2.20
0.33;9.40;-0.80;-2.20
0.13;9.00;-1.60;-2.50
-0.02;8.70;-1.90;-2.30
-0.47;8.30;-2.50;-2.50
-0.22;7.90;-2.20;-2.60
0.18;7.10;-1.50;-5.30
0.38;6.20;-2.20;-5.60
0.48;5.40;-2.60;-6.40
0.53;4.90;-2.50;-6.90
0.43;4.50;-3.40;-6.80
0.43;4.20;-3.20;-6.30
0.53;3.90;-3.80;-6.60
0.83;3.90;-3.80;-6.20
1.38;5.90;-0.80;-5.80
2.68;7.60;0.80;-4.10
4.08;9.40;1.90;-2.70
5.08;10.70;2.10;0.10
5.83;11.60;2.50;-0.30
6.23;12.10;2.60;1.00
5.88;12.10;1.70;0.40
5.28;11.20;1.70;-1.70
5.03;9.90;1.50;-3.20
4.48;9.10;1.80;-3.00
4.08;8.20;1.80;-3.80
4.43;7.40;2.20;-3.90
4.43;6.60;2.90;-4.80
4.43;5.70;3.00;-3.10
4.78;4.90;3.00;-4.50
4.78;4.10;3.20;-5.40
4.73;3.40;3.30;-3.80
4.08;2.70;3.50;-4.10
3.98;2.00;3.50;-4.90
3.88;1.60;3.20;-5.10
3.78;1.20;3.30;-6.00
3.58;1.00;3.60;-6.40
3.68;0.70;3.60;-6.50
5.43;0.70;4.10;-7.00
5.73;2.50;4.50;-6.40
6.08;4.30;4.70;-4.80
7.03;6.00;5.80;-1.20
6.88;7.60;7.20;-0.30
6.83;8.70;7.20;0.70
7.08;9.20;6.40;1.20
6.28;9.10;6.30;1.40
6.08;8.30;5.50;1.00
6.08;6.90;5.40;1.20
6.08;6.30;5.50;0.80
6.23;5.80;5.40;0.20
6.78;5.30;5.20;0.60
7.08;4.70;5.20;0.80
7.18;4.20;4.10;1.00
6.98;3.60;4.00;1.00
7.03;3.10;3.30;1.30
6.68;2.70;3.10;1.50
6.93;2.40;3.80;1.10
7.33;2.00;3.60;0.70
7.48;1.80;3.70;1.00
7.93;1.60;4.10;1.20
8.08;1.40;4.10;1.20
8.48;1.30;3.80;1.10
8.48;1.30;3.70;1.10
8.43;1.70;4.20;1.10
8.48;1.70;5.00;1.60
9.08;2.10;6.00;1.50
9.48;2.30;6.60;2.20
10.43;2.60;6.40;2.20
10.78;4.10;6.00;2.60
10.28;4.70;6.10;2.50
9.33;4.80;5.70;2.50
9.03;4.20;5.20;2.20
8.38;3.90;5.20;2.30
7.38;3.70;5.10;2.30
8.28;3.50;5.20;2.20
8.13;3.20;4.90;2.10
7.98;3.00;4.90;2.30
8.08;2.80;4.90;2.20
8.03;2.60;5.10;1.80
7.93;2.40;4.90;2.00
8.98;2.20;5.20;2.10
9.18;2.10;5.00;2.20
9.33;2.00;4.80;2.10
9.83;1.90;4.90;1.80
9.78;1.80;5.00;2.10
10.43;1.80;4.70;2.10
10.33;1.80;5.10;2.30
10.58;2.60;5.20;2.50
10.33;3.80;5.60;2.90
10.08;4.90;5.70;3.10
10.03;5.70;6.00;3.30
10.08;6.30;6.20;3.50
9.98;6.40;6.70;4.00
9.83;6.20;7.00;3.40
9.68;5.70;5.60;2.90
9.83;5.00;5.20;2.70
9.28;4.80;4.80;2.10
9.43;4.50;5.90;2.10
9.53;4.30;4.50;2.20
9.63;4.00;3.50;1.90
9.48;3.80;3.10;2.00
9.13;3.40;3.80;1.90
8.63;3.30;4.00;1.80
8.13;2.90;4.80;2.10
8.08;2.70;4.20;2.30
8.08;2.40;2.50;2.00
8.13;2.20;3.50;1.40
7.88;1.90;2.80;2.20
8.23;1.70;1.90;2.00
7.68;1.80;2.50;1.20
7.53;1.70;4.30;1.50
7.53;1.70;3.30;2.20
7.78;1.70;4.20;2.30
7.83;1.70;5.10;2.90
7.63;1.70;6.10;3.10
7.43;1.70;7.20;3.80
7.08;1.70;6.80;3.90
6.88;1.50;7.80;3.70
6.78;1.60;6.20;3.00
6.78;1.50;5.90;2.70
6.68;1.40;5.60;2.70
6.38;1.20;3.10;2.00
6.08;0.80;2.00;3.30
6.13;0.30;1.90;3.70
6.93;0.70;0.70;3.70
6.63;0.70;1.70;3.30
6.78;0.60;1.40;3.80
6.78;-0.20;1.60;3.30
6.83;-1.00;-0.10;3.50
7.33;-1.80;-1.00;3.30
7.23;-2.20;-1.10;3.20
7.28;-2.70;-1.80;2.50
7.38;-3.00;-1.90;2.60
7.58;-3.30;-2.10;2.10
8.03;-3.30;-0.10;2.40
7.88;-2.40;0.30;2.30
8.43;-1.30;1.00;1.60
9.08;-0.30;3.50;2.50
8.53;0.50;4.50;3.50
8.48;1.00;4.80;3.70
8.58;1.20;4.90;3.70
9.38;1.10;3.80;3.80
9.98;0.50;2.20;3.50
10.13;-0.30;0.10;1.30
9.78;-0.40;0.90;1.90
9.38;-0.50;-0.70;1.20
8.58;-0.60;-1.50;1.20
8.63;-0.70;-1.00;1.40
8.33;-0.90;-2.00;2.30
7.98;-1.00;-2.60;3.00
7.53;-1.10;-2.10;0.80
6.73;-1.00;-3.60;2.50
6.13;-1.30;-2.00;2.60
5.88;-0.80;-1.60;0.80
5.78;-0.70;-0.40;3.00
5.73;-0.60;-0.90;4.00
4.93;-0.60;0.10;3.80
5.43;-0.50;0.00;4.60
5.33;-0.50;-0.20;6.00
5.33;-0.20;0.20;6.30
5.53;0.40;0.80;6.20
6.58;1.00;1.60;6.10
6.83;1.40;1.90;7.60
7.43;1.70;2.10;6.50
8.58;1.80;1.80;8.00
8.28;1.80;1.60;9.10
7.88;1.60;0.80;8.70
6.73;1.20;-1.10;8.80
6.23;1.00;-1.50;8.70
5.58;1.00;-3.10;8.40
6.43;0.80;-3.20;8.70
6.28;0.70;-4.20;9.00
6.23;0.50;-3.30;9.30
6.33;0.30;-3.30;9.20
6.33;0.10;-3.50;8.90
6.28;-0.40;-3.00;9.10
6.53;-0.70;-3.50;7.70
6.48;-1.20;-3.70;8.30
6.38;-1.40;-2.40;8.40
6.28;-2.10;-2.00;8.20
6.33;-2.00;-1.90;7.60
6.33;-2.10;-2.20;7.30
6.08;-2.20;-3.20;6.20
5.73;-2.00;-3.50;8.00
6.03;-1.90;-1.80;8.20
7.03;-1.80;0.10;8.80
7.78;-1.60;0.70;8.30
8.23;-1.50;1.00;9.00
8.33;-1.50;0.90;9.30
7.98;-1.60;0.50;9.50
7.18;-1.80;-1.00;8.80
6.33;-2.00;-1.60;7.90
5.63;-2.00;-1.70;8.10
4.78;-2.10;-3.00;8.00
5.28;-2.10;-3.00;7.40
5.63;-2.10;-5.20;7.50
5.98;-2.10;-4.80;7.20
6.13;-2.20;-5.50;6.40
5.98;-2.20;-5.70;6.20
5.98;-2.00;-5.60;5.90
6.38;-1.80;-5.70;5.60
6.33;-1.60;-5.90;5.70
6.33;-1.40;-5.90;5.70
6.43;-1.30;-5.50;5.60
6.18;-1.20;-5.20;5.50
6.28;-1.10;-4.80;5.30
6.18;-1.00;-4.80;5.40
6.03;0.30;-4.40;5.40
6.43;1.60;-3.70;5.10
6.73;2.30;-2.40;5.60
7.13;2.60;-1.90;5.70
7.33;3.20;-0.40;5.60
7.48;3.60;0.20;5.90
7.33;3.30;-0.20;7.00
6.88;2.70;-1.50;7.10
6.58;2.10;-1.60;6.40
6.38;2.10;-4.40;6.30
6.08;2.10;-3.90;6.20
6.03;2.00;-3.50;5.50
5.83;2.00;-1.90;5.40
5.78;2.00;-1.30;5.70
5.78;1.80;-1.50;5.50
5.53;1.90;-1.70;6.60
5.08;1.70;-1.80;8.60
5.08;1.40;-2.80;8.20
4.68;1.00;-4.00;10.00
4.23;1.10;-5.10;10.10
4.38;1.00;-5.90;10.20
4.13;0.90;-6.30;10.80
4.18;0.80;-6.90;10.60
3.83;0.80;-7.30;10.50
3.73;1.30;-7.40;10.00
4.13;2.10;-6.90;9.70
4.78;3.20;-4.20;10.20
5.33;3.70;-1.90;10.30
5.48;3.50;-1.30;10.60
5.28;3.70;-0.80;10.80
5.03;3.70;-1.40;10.90
4.68;3.40;-3.00;10.90
4.33;2.90;-3.60;11.10
4.43;2.60;-4.70;11.10
3.63;2.30;-3.70;10.90
2.93;2.00;-4.50;10.70
2.38;1.60;-5.40;10.20
1.78;1.30;-6.00;10.00
2.28;1.00;-6.80;10.20
1.93;0.60;-6.70;10.10
1.63;0.30;-6.50;10.10
1.33;0.00;-6.80;9.50
1.28;-0.30;-6.50;9.40
1.63;-0.40;-7.20;9.60
1.68;-0.60;-5.40;9.20
2.18;-0.80;-7.90;8.90
2.78;-0.90;-7.80;9.00
3.43;-1.00;-7.10;8.90
3.78;-0.70;-7.70;8.50
4.33;0.00;-7.20;8.80
5.38;0.30;-3.60;9.30
6.53;0.60;-2.40;10.00
7.38;0.60;-1.80;10.50
7.48;1.20;-1.80;10.90
7.13;1.30;-3.10;11.20
6.33;1.20;-3.00;10.20
4.23;0.70;-2.80;9.20
4.19;0.40;-3.60;9.70
4.16;0.00;-3.30;9.10
4.13;-0.40;-3.40;9.60
4.10;-0.80;-3.80;8.80
4.07;-1.20;-4.20;8.50
4.03;-2.10;-4.10;8.70
4.00;-2.90;-3.50;8.30
3.97;-3.80;-3.20;7.50
3.94;-4.60;-3.00;7.30
3.91;-5.70;-2.80;7.00
3.88;-6.20;-2.70;6.10
3.84;-7.00;-2.50;5.10
3.81;-7.70;-2.10;4.60
3.78;-8.30;-2.20;4.20
3.75;-8.80;-2.30;3.70
3.93;-8.80;-2.10;3.30
4.08;-7.90;-1.70;3.40
4.23;-7.30;-1.30;2.80
4.38;-6.80;-1.00;4.20
4.38;-6.60;-0.40;3.80
4.43;-6.80;0.70;3.70
4.48;-7.40;0.90;3.30
4.38;-8.30;-0.70;3.20
4.13;-8.60;-0.80;3.00
3.98;-9.00;-1.40;3.10
3.83;-9.30;-2.30;2.70
3.73;-9.70;-2.10;2.80
3.28;-10.00;-3.90;3.10
2.58;-10.40;-4.00;2.00
2.43;-10.70;-4.00;1.20
2.23;-11.10;-2.90;1.20
2.03;-10.60;-3.30;-0.10
2.23;-9.90;-2.50;0.90
2.83;-9.30;-1.40;1.70
2.93;-9.00;-0.20;4.40
2.63;-8.70;0.10;4.80
2.33;-8.30;0.10;5.00
2.43;-8.00;0.70;5.50
3.38;-7.70;1.10;5.30
3.68;-7.10;1.40;5.70
3.73;-5.80;1.60;5.90
4.38;-4.60;2.20;6.20
4.68;-3.80;2.30;5.60
4.73;-3.20;2.50;7.50
5.03;-3.00;2.30;8.30
5.03;-3.20;2.10;7.90
4.83;-3.70;2.20;8.10
4.98;-3.80;1.60;7.50
4.78;-3.90;2.10;8.50
4.18;-4.10;2.30;8.60
3.33;-4.40;2.30;8.40
2.78;-4.10;2.50;8.40
2.53;-4.20;2.40;9.10
2.98;-4.20;2.40;8.60
2.53;-4.30;2.10;8.70
2.03;-4.80;2.60;9.20
1.98;-5.30;3.10;9.30
1.58;-5.80;3.20;8.70
1.53;-6.00;3.80;8.60
1.18;-6.30;3.30;8.50
0.78;-6.60;2.80;8.60
1.33;-6.70;2.60;8.70
1.83;-6.90;2.50;8.60
2.08;-6.00;2.60;8.70
2.43;-4.60;2.40;8.60
3.18;-4.00;2.50;8.20
3.93;-2.80;2.50;8.20
4.48;-1.00;2.10;8.30
4.88;0.40;2.20;8.40
4.68;0.30;2.10;7.70
4.33;-1.00;1.60;7.00
4.43;-1.50;1.50;7.10
4.38;-1.90;0.60;6.80
4.28;-2.30;1.00;6.50
4.98;-2.70;0.00;6.70
5.08;-3.10;0.00;6.30
5.38;-3.50;-0.30;6.00
5.73;-3.90;-0.20;5.80
5.63;-4.50;-0.80;5.70
5.58;-4.70;-1.50;5.80
5.53;-5.00;-0.70;5.70
5.78;-5.40;0.30;5.40
5.93;-5.50;0.00;5.30
5.78;-5.70;0.50;5.40
5.78;-5.90;0.60;5.50
5.98;-6.00;1.00;5.50
6.33;-6.10;1.60;5.30
6.13;-5.70;1.20;5.20
5.73;-3.20;1.20;5.10
6.73;-1.50;1.70;5.30
7.08;0.00;2.20;5.30
7.43;1.20;3.00;4.70
8.18;1.70;2.00;4.70
8.18;1.20;2.40;4.60
8.13;-0.30;2.20;4.80
8.43;-0.70;3.80;5.10
8.28;-1.30;4.00;4.70
7.88;-1.50;3.40;4.60
8.28;-1.90;3.30;4.40
7.93;-2.30;2.20;4.50
7.33;-2.70;3.80;4.70
7.73;-3.10;2.90;4.80
7.38;-3.50;2.60;4.80
7.43;-3.90;3.40;4.70
8.33;-4.40;3.20;4.60
8.08;-4.90;3.40;4.40
7.73;-5.10;2.50;4.40
8.23;-5.30;4.10;4.10
7.33;-5.60;3.70;4.00
7.13;-5.70;4.50;4.00
7.23;-5.90;3.10;4.20
6.78;-5.70;2.90;4.20
6.38;-3.10;3.10;4.40
6.18;-0.70;2.90;4.20
6.68;1.20;3.40;4.00
6.83;2.50;3.90;4.00
6.83;3.00;3.90;3.50
7.08;2.20;3.90;3.10
6.93;0.40;3.30;2.90
7.13;0.10;2.90;2.40
7.13;-0.10;2.90;2.10
6.88;-0.40;3.00;2.10
6.78;-0.70;3.00;1.50
6.83;-1.10;2.90;1.30
6.88;-1.20;3.00;0.90
6.48;-1.50;2.60;1.00
6.43;-1.80;2.70;0.30
6.23;-2.40;2.90;0.30
6.18;-2.30;3.50;0.20
6.23;-2.40;3.50;0.20
5.88;-2.50;2.30;0.30
5.88;-2.60;2.00;0.20
5.93;-2.80;1.50;0.30
5.73;-2.80;1.90;0.30
4.98;-2.80;1.60;0.20
4.48;-2.70;1.30;0.00
4.38;-1.60;1.70;-0.10
4.68;-0.70;2.00;0.20
4.73;0.10;2.50;1.30
4.63;0.50;3.70;0.80
4.38;0.70;2.20;0.90
4.03;0.50;2.20;0.10
3.58;-0.20;1.00;-0.10
3.63;-0.50;1.70;0.00
3.58;-0.90;0.30;0.10
3.58;-1.30;1.30;-0.20
3.58;-1.70;2.00;-0.50
3.78;-2.00;1.90;0.20
4.13;-2.40;1.70;-0.20
4.68;-2.80;2.50;-0.30
4.88;-3.10;2.10;-0.50
5.03;-3.70;2.60;-0.60
5.13;-4.30;2.40;-0.10
5.08;-4.90;2.50;0.10
4.88;-5.20;2.10;-0.90
4.88;-5.50;1.90;-0.20
4.63;-5.80;1.90;-1.10
4.98;-6.00;2.50;-1.20
4.98;-6.20;2.30;-1.50
4.73;-5.70;1.90;-1.60
4.63;-1.50;2.90;-1.60
4.83;2.00;3.10;-1.20
5.38;4.70;2.30;-1.20
5.73;6.10;2.70;-1.20
6.13;6.90;2.70;-1.50
6.28;5.90;2.70;-1.00
6.33;3.40;2.70;-1.80
6.58;2.90;2.10;-1.80
6.63;2.50;2.20;-1.90
6.48;2.10;2.80;-2.00
6.38;1.60;2.90;-2.00
6.93;1.20;3.20;-2.30
7.18;0.80;2.50;-2.30
6.98;0.30;2.70;-1.90
6.93;-0.10;1.90;-2.70
6.63;-0.50;1.70;-4.50
6.33;-0.90;1.90;-4.50
6.08;-1.20;2.20;-5.40
5.98;-1.40;1.70;-6.40
6.53;-1.60;2.00;-6.40
6.18;-1.80;1.60;-7.50
6.08;-1.90;1.80;-6.90
5.93;-2.00;1.20;-6.90
5.73;-1.70;1.70;-8.20
5.13;2.30;1.80;-7.50
4.68;5.90;1.70;-5.90
4.28;8.60;1.10;-4.00
4.03;10.20;1.80;-2.80
3.93;10.50;2.40;-2.60
3.58;9.40;2.20;-3.00
3.08;7.00;1.40;-3.50
3.18;6.60;0.00;-5.10
2.63;6.30;1.80;-3.70
2.18;6.00;1.40;-4.40
2.38;5.70;1.40;-4.70
1.93;5.40;-0.50;-4.30
1.38;5.10;-0.90;-5.80
0.78;4.80;1.10;-3.90
0.43;4.40;-0.40;-5.60
0.13;4.00;-0.20;-4.00
